name,poi,playfield,trader sells,trader buys,required items,restock (minutes)
Mining Foreman (Sperrylite),Mining Operation,"BarrenMetal,Lava,LavaNascent,
Swamp","Crushed Stone: 0.75-1.0,2500-5000
Platinum Ore: 1.2-1.5,800-1600
Titanium Ore: 0.75-1.25,350-700","Auto Miner Core: 0.75-0.9,10-30
Drill Module - Laser: 0.35-0.75,10-20
Hot Coffee: 0.85-1.0,100-250
Industrial Drill Module: 0.5-0.75,20-40
Large Heat Sink: 0.5-0.75,200-400
Laser Drill: 0.5-1.0,15-28
Planetary Resource Data: 3.0-4.0,10-25
Portable Work Lamp: 0.75-1.0,50-200
Portable Work Light: 0.75-1.0,100-200
Small Heat Sink: 0.5-0.75,300-600",,240
Mining Foreman (Sulfur),Industrial Excavator,"Barren,Lava,LavaNascent,
Swamp","Crushed Stone: 0.75-1.0,1500-3000
Gold Ore: 1.25-1.5,50-100
Sulfur: 0.75-1.0,3000-6000","Advanced Insulation Booster: 2.5-3.5,5-20
Antibiotic Ointment: 0.75-1.0,100-200
Antibiotic Pills: 0.75-1.0,50-200
Drill Charge: 0.5-0.75,150-300
Insulation Booster: 0.75-1.25,20-50
Laser Drill: 0.75-1.25,40-80
Water container: 0.5-0.75,100-200",,120
Mining Foreman (Zascovite),Mining Operation,"BarrenMetal,Lava,LavaNascent,
Swamp","Crushed Stone: 0.75-1.0,1500-3000
Platinum Ore: 1.5-1.75,60-130
Zascosium Ore: 0.85-1.2,2000-4000","Auto Miner Core: 0.75-0.9,10-30
Hot Coffee: 0.85-1.0,100-250
Industrial Drill Module: 0.5-1.0,40-80
Mechanical Drill Module: 0.5-0.75,150-300
Mechanical Drill: 0.75-1.25,40-80
Oxygen Canister: 0.5-0.75,250-350
Planetary Resource Data: 3.0-4.0,10-25
Portable Work Lamp: 0.75-1.0,50-200
Portable Work Light: 0.75-1.0,100-200
Water container: 0.5-0.75,40-200",,240
Mining ForemanT2,Mining Foreman,"Asteroid Field,Farr Homeworld Orbit,Orbit","Cobalt Ore: 0.7-0.8,100-4000
Copper Ore: 0.7-0.8,100-5000
Iron Ore: 0.7-0.8,100-5000
Magnesium Ore: 0.7-0.8,100-2000
Neodymium Ore: 0.7-0.8,100-1000
Promethium Ore: 0.7-0.8,100-500
Sathium Ore: 0.7-0.8,100-3000
Silicon Ore: 0.7-0.8,100-5000","Auto Miner Core: 1.3-1.5,2-4
Drill Charge: 1.3-1.5,250-750
Laser Drill: 2.2-2.5,10-30",,180
Mining ForemanT3,Mining Foreman,Polaris Mining Operation,"Cobalt Ore: 0.7-0.8,100-8000
Copper Ore: 0.7-0.8,100-10000
Erestrum Ore: 0.7-0.8,100-2000
Iron Ore: 0.7-0.8,100-12000
Magnesium Ore: 0.7-0.8,100-4000
Neodymium Ore: 0.7-0.8,100-4000
Promethium Ore: 0.7-0.8,100-2000
Sathium Ore: 0.7-0.8,100-8000
Silicon Ore: 0.7-0.8,100-10000","Auto Miner Core: 1.5-1.8,2-8
Drill Charge: 1.3-1.5,500-1500
Drill Module - Laser: 1.3-1.5,2-6",,180
Miravella Mining Company,"Asteroid Mining Facility,Brotherhood Mission","Arid,Arid Mesa,Asteroid Field,
Desert,Desert Oasis,Farr Homeworld,
Stormy Desert","Aluminium Ore: 1.0-1.25,100-750
Magnesium Ore: 1.0-1.25,100-1250
Neodymium Ore: 1.0-1.25,200-900
Pentaxid Crystal: 1.0-1.25,100-250
Promethium Ore: 1.0-1.25,100-350
Sathium Ore: 1.0-1.25,600-1500","Auto Miner Core: 1.0-1.25,10-25
Crew (Alien): 0.12-0.25,10-25
Crew (Human): 0.12-0.25,10-25
Laser Drill: 1.0-1.25,10-50
Ore Scanner: 1.0-1.25,10-50
Radiation Shielding Booster: 1.0-1.25,10-50",,10
Miravella Space Mining,"Asteroid Mining Facility,Croesus Ore Headquarters,Gas Refinery","Asteroid Field,Orbit","Copper Ore: 1.0-1.25,500-3800
Erestrum Ore: 1.0-1.25,100-1150
Hydrogen Bottle: 1.0-1.25,1000-1500
Neodymium Ore: 1.0-1.25,100-1500
Oxygen Bottle: 1.0-1.25,1000-1500
Pentaxid Crystal: 1.0-1.25,100-400
Promethium Ore: 1.0-1.25,100-750
Sathium Ore: 1.0-1.25,500-2800
Titanium Ore: 1.0-1.25,700-3000
Toxic Waste: 0.5-1.0,70-125
Xenomaterial: 1.25-1.5,400-1750
Zascosium Ore: 1.0-1.25,100-1150","Auto Miner Core: 1.0-1.25,5-10
Crew (Alien): 0.12-0.25,10-30
Crew (Human): 0.12-0.25,10-30
EVA Booster: 1.0-1.25,5-20
Enhanced Laser Drill: 1.0-1.25,0-2
Forcefields: 1.0-1.0,20-80
Laser Drill: 1.0-1.25,10-50
Light Armor: 1.0-1.25,5-20
Medium Armor: 1.0-1.25,5-15
Ore Scanner: 1.0-1.25,5-50",,10
MissionDelivery1_1,Black Market,Rocky Desert,"Industrial Framed Cargo Container: 50000-50000,1-1",,,720
MissionDelivery1_2,Argent Headquarters,"Black Ice,Ice",,"Industrial Framed Cargo Container: 200000-200000,5-5",,720
Modular Munitions,"Bazarr of Farr,Droid Factory,Hyper City Colony,
Members Market,Recruitment Centre,Sector Command,
Trade Station","Arid,Arid Mesa,Barren,
BarrenMetal,Black Desert,Crusted Lava,
Desert,Desert Oasis,DesertBurnt,
Farr Homeworld,Glacial Ice,LavaNascent,
Legacy,MoonDesert,Orbit,
Rocky Desert,Stormy Desert,Temperate,
Trading Station,Varnished Barren Moon,ZiraxHomeworld","35mm Guided Rocket: 1.0-1.25,30-70
Advanced Assault Rifle: 1.0-1.25,1-5
Advanced Multitool: 1.0-1.25,1-5
Advanced Pulse Rifle: 1.0-1.25,1-5
Advanced Submachine Gun: 1.0-1.25,1-5
Advanced Upgrade Kit: 0.75-1.0,1-5
Combat Shotgun: 1.0-1.25,1-5
Heavy Sniper Rifle: 1.0-1.25,1-5
Heavy Weapon Upgrade Kit: 1.0-1.25,1-5
LS-38 Advanced Laser Pistol: 1.0-1.25,1-5
LS-45 Laser Rifle: 1.0-1.25,1-5
Laser Drill: 1.0-1.25,1-5
Laser Pistol Charge: 1.0-1.25,5-40
Laser Rifle Charge: 1.0-1.25,5-40
Laser Upgrade Kit: 1.0-1.25,1-5
M-6 Holosight Pistol: 1.0-1.25,1-5
M40 Grenade Launcher: 1.0-1.25,1-5
Minigun: 1.0-1.25,1-5
Plasma Cannon: 1.0-1.25,1-5
Pulse Rifle: 1.0-1.25,1-5
Rifle upgrade kit: 1.0-1.25,1-5
Rocket Launcher: 1.0-1.25,1-5
Shotgun upgrade kit: 1.0-1.25,1-5
Small Upgrade Kit: 0.75-1.0,1-7
Sniper upgrade kit: 1.0-1.25,1-5
Type-C Plasma Cell: 1.0-1.25,50-100","35mm Guided Rocket: 0.5-0.75,50-100
Advanced Assault Rifle: 0.5-0.75,5-25
Advanced Multitool: 0.5-0.75,5-15
Advanced Pulse Rifle: 0.5-0.75,5-25
Advanced Submachine Gun: 0.5-0.75,5-15
Advanced Upgrade Kit: 0.25-0.5,0-7
Combat Shotgun: 0.5-0.75,5-15
Heavy Sniper Rifle: 0.5-0.75,5-25
Heavy Weapon Upgrade Kit: 0.5-0.75,5-15
LS-38 Advanced Laser Pistol: 0.5-0.75,5-15
LS-45 Laser Rifle: 0.5-0.75,5-15
Laser Drill: 0.5-0.75,5-15
Laser Pistol Charge: 0.5-0.75,10-50
Laser Rifle Charge: 0.5-0.75,10-50
Laser Upgrade Kit: 0.5-0.75,5-15
M-6 Holosight Pistol: 0.5-0.75,5-15
M40 Grenade Launcher: 0.5-0.75,5-15
Minigun: 0.5-0.75,5-25
Plasma Cannon: 0.5-0.75,5-15
Pulse Rifle: 0.5-0.75,5-15
Rifle upgrade kit: 0.5-0.75,5-15
Rocket Launcher: 0.5-0.75,5-25
Shotgun upgrade kit: 0.5-0.75,5-15
Small Upgrade Kit: 0.25-0.5,0-8
Sniper upgrade kit: 0.5-0.75,5-15
Starhawk Heavy Pistol: 0.75-1.0,5-15
Type-C Plasma Cell: 0.5-0.75,100-200",,60
Mushroom Farmer,"Crop Field,Hut,Village","AridStarter,EdenDesertDryStarter,Jungle,
Mire,Ocean,Ocean Starter,
Odd Temperate Starter,SnowStarter,Swamp,
Swamp Starter,Temperate,Temperate Rainforest,
TemperatePlateau,TemperateStarter,TemperateStarter2,
Tropical","Brafus fungi: 1.0-1.25,15-45
Mushrooms - Sprout: 1.0-1.25,4-18
Mushrooms: 1.0-1.25,20-70
Natural Stimulant: 1.0-1.25,10-60
Plant Protein: 1.0-1.25,15-100
Spiky mushroom: 1.0-1.25,5-40","Nutrient solution: 1.0-1.0,20-90
Spoiled food: 1.0-1.0,90-180",,60
Naval Quartermaster,"Naval Shipyard,Orbital Command,Outpost,
Xenu Shipyard","Asteroid Field,BarrenMetal,Glacial Ice,
MoonDesert,Orbit,Temperate,
Varnished Barren Moon,Zirax Homeworld Orbit",,"145mm Precision-Guided Missile: 0.75-1.1,400-800
20x128mm AP-Rounds: 0.75-1.1,1500-12000
35mm Guided Rocket: 0.75-1.1,50-500
37mm Flak Shell BA: 0.75-1.1,500-3000
380mm High-Explosive Ballistic Artillery Shell: 0.75-1.1,50-500
40x365mm Autocannon Rounds: 0.75-1.1,500-4000
Advanced Flamethrower: 0.75-1.1,50-100
Advanced Minigun: 0.75-1.1,50-100
Decontamination Kit: 1.0-1.25,50-100
Detox Kit: 1.0-1.25,50-100
Elite Assault Rifle: 0.75-1.1,50-100
Emergency rations: 1.0-1.25,50-100
Health Pack: 1.0-1.25,50-100
Heavy Armor: 0.75-1.1,50-100
Imperial Laser Turret: 0.25-0.5,50-100
Imperial Missile Turret: 0.25-0.5,50-100
Imperial Plasma Turret: 0.25-0.5,50-100
L2 Heavy Plasma Cell: 0.75-1.1,500-1000
LS-38 Advanced Laser Pistol: 0.75-1.1,50-100
LS-45 Laser Rifle: 0.75-1.1,50-100
Laser Rifle Charge: 0.75-1.1,50-300
Mk220 Laser Charge: 0.75-1.1,250-5000
Plasma Cartridge: 0.75-1.1,50-250
Regeneration Kit: 1.0-1.25,50-100
Reinforced Medium Armor: 0.75-1.1,50-100
Starhawk Heavy Pistol: 0.75-1.1,50-100
Tactical Stealth Rifle: 0.75-1.1,50-100
Trauma Kit: 1.0-1.25,50-100
Type-C Plasma Cell: 0.75-1.1,50-500",,300
Neodymium Trader,Frigate (Mining Neodymium),"Asteroid Field,Orbit","Neodymium Ore: 0.7-0.9,750-1500","Drill Charge: 1.1-1.3,50-200
Drill Module - Laser: 1.1-1.2,1-2
Laser Drill: 1.3-1.6,3-5
Tool Turrets: 1.1-1.2,1-3",,120
Non-Linear Productions,"Assembly Line,Caledon Inc. Fabrication,Factory,
Non-Linear Productions,Orbital Production","Alien,Arid,Arid Mesa,
AridStarter,Barren Moon,BarrenMetal,
Crusted Lava,Desert,DesertBurnt,
Elder Barren,Ice,Irradiated,
Jungle,Lava,LavaNascent,
Legacy,Mire,MoonPolarisTesting,
Ocean,Ocean Starter,Odd Temperate Starter,
Orbit,Pummeled Desert,Sandy Barren Moon,
Snow,SnowStarter,Stormy Desert,
Strange Temperate,Swamp,Temperate,
Temperate Rainforest,TemperatePlateau,TemperateStarter,
TemperateStarter2,Varnished Barren Moon","Advanced Constructor: 1.0-1.25,20-40
Advanced Warp Drive: 1.25-1.75,10-15
Drill Module - Laser: 1.25-1.5,3-20
Laser Drill Module (SV): 1.0-1.25,5-12
Laser Drill: 1.25-1.5,10-20
Mining Equipment: 1.0-1.25,20-50
Radiation Shielding: 1.0-1.25,25-65
Reactor Core: 1.0-1.25,10-20
Small Upgrade Kit: 1.25-1.5,5-15","Aluminium Powder: 0.75-1.0,550-2100
Cobalt Alloy: 0.75-1.0,50-3300
Flux coil: 0.75-1.0,400-1800
Maintenance Data: 3.0-4.0,10-25
Mechanical Components: 0.75-1.0,2000-8000
Plastic Tubes: 0.75-1.0,450-3900
Sathium ingot: 0.75-1.0,400-4800
Titanium Ingot: 0.75-1.0,700-5400","Beer x48,Liquors x48,Pizza x5
Sathium ingot x800
Superconductor x50
Heat Exchanger x30
Energy Regulator x400",240
Nuovo Hardware,"Central Trade Station,Distribution Center,Optronics Factory,
Polaris Colony,Small Plaza,Smuggler Barge,
Trade Station","AridStarter,Asteroid Field,Combat Site Class 2,
Combat Site Class 4,Desert,Elder Barren,
Farr Homeworld Orbit,Ice,Irradiated,
LavaNascent,Mining Site,Mining Site Class 1,
Mining Site Class 2,Mining Site Class 3,Mining Site Class 4,
Mining Site Class 5,Mire,MoonPolarisTesting,
Odd Temperate Starter,Orbit,Pummeled Desert,
Sandy Barren Moon,Snow,Station,
Syndicate Casino,TemperateStarter,TemperateStarter2,
Trading Station,White Desert","12.7mm Sniper Round: 1.0-1.25,500-1000
40mm Frag Grenade: 1.0-1.25,150-200
5.8mm Rifle Round: 1.0-1.25,500-1000
8.3mm Minigun Round: 1.0-1.25,2500-8000
Assault Rifle: 1.0-1.25,10-20
Biofuel: 1.0-1.25,50-100
Chainsaw: 1.0-1.25,1-5
Drill Charge: 1.0-1.25,5-75
M-5 Pistol: 1.0-1.25,10-30
M40 Grenade Launcher: 1.0-1.25,1-10
Mechanical Drill: 1.0-1.25,1-5
Multi-Charge: 1.0-1.25,5-75
Multitool: 1.0-1.25,5-10
Pistol Round: 1.0-1.25,250-600
Pulse Rifle: 1.0-1.25,10-20
Shotgun Shell: 1.0-1.25,150-500
Shotgun: 1.0-1.25,10-20
Sniper Rifle: 1.0-1.25,10-20
Submachine Gun: 1.0-1.25,5-10
Texture and Color Tool: 1.0-1.25,3-10","12.7mm Sniper Round: 0.5-0.75,100-1200
40mm Frag Grenade: 0.5-0.75,100-250
5.8mm Rifle Round: 0.5-0.75,100-1200
8.3mm Minigun Round: 0.5-0.75,600-16000
Assault Rifle: 0.5-0.75,5-41
Biofuel: 0.5-0.75,10-250
Chainsaw: 0.5-0.75,5-15
Drill Charge: 0.25-0.5,10-90
M-5 Pistol: 0.5-0.75,5-65
M40 Grenade Launcher: 0.5-0.75,5-20
Mechanical Drill: 0.5-0.75,5-15
Multi-Charge: 0.25-0.5,10-90
Multitool: 0.5-0.75,5-25
Pistol Round: 0.5-0.75,100-700
Pulse Rifle: 0.5-0.75,5-25
Shotgun Shell: 0.5-0.75,100-600
Shotgun: 0.5-0.75,5-41
Sniper Rifle: 0.5-0.75,5-41
Submachine Gun: 0.5-0.75,5-50
Texture and Color Tool: 0.5-0.75,5-15",,60
Ok'Y Medical,"Bazarr of Farr,Central Trade Station,Civilian Hospital,
Croesus Ore Headquarters,Electronics Factory,Fire Base,
Frontier Hub,Gas Refinery,Habitat,
Hyper City Colony,Kenex Station,Kenex Station 62,
Kudos Station,Sector Command,Settlement,
Sigma Outpost,Trade Station,Trade Station Amethyst,
Trade Station Kimberlite,Trade Station Nu,Trade Station Pharos,
Trade Station Tourmaline,Trading Station,Trading Station Iota,
Transport Hub,Waystation TP03,Waystation TS04","Alien,Arid,Arid Mesa,
Asteroid Field,Barren,Barren Moon,
BarrenMetal,Black Desert,Brooding Temperate,
Crusted Lava,Crystalline Moon,Desert,
Desert Oasis,DesertBurnt,Elder Barren,
Farr Homeworld,Farr Homeworld Orbit,Frozen Inferno,
Glacial Ice,Ice,Irradiated,
Jungle,Jungle Moon,Lava,
LavaNascent,Legacy,Mire,
MoonBarren,MoonDesert,MoonPolarisTesting,
Nascent,Ocean,Ocean Starter,
Odd Temperate Starter,Orbit,OrbitSectorStart,
Pummeled Desert,Rocky Desert,Sandy Barren Moon,
Snow,SnowStarter,SnowStory,
Station,Stormy Desert,Strange Temperate,
Swamp,Swamp Starter,Temperate,
Temperate Moon,Temperate Rainforest,TemperatePlateau,
TemperateStarter,TemperateStarter2,Trading Station,
Varnished Barren Moon,Zirax Defense Checkpoint,ZiraxHomeworld","Adrenaline shot: 1.0-1.25,0-10
Anti-Parasite Injection: 1.0-1.25,0-10
Anti-Radiation Injection: 1.0-1.25,0-10
Anti-Radiation Ointment: 1.0-1.25,0-30
Antibiotic Injection: 1.0-1.25,0-10
Antibiotic Ointment: 1.0-1.25,0-30
Antitoxic Injection: 1.0-1.25,0-10
Antitoxic Ointment: 1.0-1.25,0-30
Bandages: 1.0-1.25,0-30
Health Pack: 1.0-1.25,3-15","Adrenaline shot: 0.5-0.75,10-80
Anti-Parasite Injection: 0.5-0.75,10-90
Anti-Radiation Injection: 0.5-0.75,10-90
Anti-Radiation Ointment: 0.5-0.75,10-90
Antibiotic Injection: 0.5-0.75,10-90
Antibiotic Ointment: 0.5-0.75,10-90
Antitoxic Injection: 0.5-0.75,10-90
Antitoxic Ointment: 0.5-0.75,10-90
Bandages: 0.5-0.75,10-30
Health Pack: 0.5-0.75,5-20",,200
Ok'Y Medical,"Argent Headquarters,Argent Trade Station,Black Market,
Bounty Hunter Office,Deluxe Resort,Distribution Center,
Distribution Headquarters,Drydock,Foundry,
Frontier Colony,Gas Refinery,Gold Mine,
Habitat,Helios Hydro Plant,Karana Trade Station,
Luxury Resort,Maintenance Bay,Mining Foreman,
Okeanus Outpost,Pentaxid Mining Facility,Research Colony,
Research Headquarters,Research Station,Research Wind,
Robotics Factory,Sanctuary,Scavenger Base,
Trading Station,UCH Research Outpost,Waste Reprocessing","Arid Mesa,Asteroid Field,Black Ice,
Farr Homeworld Orbit,Ice,Jungle,
Lava,Metallic Moon,Mire,
Molten,Orbit,Pentaxid Mining Facility,
Rocky Desert,Station,Stormy Desert,
Toxic Moon,Trading Station,Tropical,
Water,White Desert,Zirax Defense Checkpoint","Adrenaline shot: 1.0-1.25,50-100
Anti-Parasite Injection: 1.0-1.25,50-100
Anti-Parasite Pills: 1.0-1.25,50-100
Anti-Radiation Injection: 1.0-1.25,50-100
Anti-Radiation Ointment: 1.0-1.25,50-100
Anti-Radiation Pills: 1.0-1.25,50-100
Antibiotic Injection: 1.0-1.25,50-100
Antibiotic Ointment: 1.0-1.25,50-100
Antibiotic Pills: 1.0-1.25,50-100
Antitoxic Injection: 1.0-1.25,50-100
Antitoxic Ointment: 1.0-1.25,50-100
Antitoxic Pills: 1.0-1.25,50-100
Bandages: 1.0-1.25,50-100
Decontamination Kit: 1.0-1.25,10-20
Detox Kit: 1.0-1.25,10-20
Energy pills: 1.0-1.25,50-100
Health Pack: 1.0-1.25,10-30
Stomach Pills: 1.0-1.25,50-100
Trauma Kit: 1.0-1.25,10-20","Adrenaline shot: 0.5-0.75,100-500
Anti-Parasite Injection: 0.5-0.75,100-500
Anti-Parasite Pills: 0.5-0.75,100-500
Anti-Radiation Injection: 0.5-0.75,100-500
Anti-Radiation Ointment: 0.5-0.75,100-500
Anti-Radiation Pills: 0.5-0.75,100-500
Antibiotic Injection: 0.5-0.75,100-500
Antibiotic Ointment: 0.5-0.75,100-500
Antibiotic Pills: 0.5-0.75,100-500
Antitoxic Injection: 0.5-0.75,100-500
Antitoxic Ointment: 0.5-0.75,100-500
Antitoxic Pills: 0.5-0.75,100-500
Bandages: 0.5-0.75,100-200
Decontamination Kit: 0.5-0.75,10-50
Detox Kit: 0.5-0.75,10-50
Energy pills: 0.5-0.75,100-500
Health Pack: 0.5-0.75,10-50
Stomach Pills: 0.5-0.75,100-500
Trauma Kit: 0.5-0.75,10-50",,60
Pax-Purgatory,"Argent Headquarters,Argent Trade Station,Black Market,
Bloody Bucket Cantina,Croesus Ore Headquarters,Drydock,
Foundry,Frontier Resource Station,Habitat,
Hideout Maria,Karana Trade Station,Kenex Station,
Polaris Colony,Sanctuary,Temple of Farr,
Trade Station,Trade Station Amethyst,Trade Station Citrine,
Trade Station Kappa,Trade Station Lapis,Trade Station Pharos,
Trading Station,Trading Station Iota","Alien,Arid,Arid Mesa,
AridStarter,Asteroid Field,Barren,
Barren Moon,BarrenMetal,Black Ice,
Brooding Temperate,Desert,Desert Oasis,
DesertBurnt,Elder Barren,Farr Homeworld,
Farr Homeworld Orbit,Frozen Inferno,Glacial Ice,
Ice,Irradiated,Jungle,
Jungle Moon,Lava,LavaNascent,
Mire,Molten,MoonBarren,
MoonDesert,MoonPolarisTesting,Nascent,
Ocean,Ocean Starter,Odd Temperate Starter,
Orbit,Pummeled Desert,Rocky Desert,
Sandy Barren Moon,Snow,SnowStarter,
SnowStory,Station,Stormy Desert,
Strange Temperate,Swamp,Swamp Starter,
Temperate,Temperate Moon,Temperate Rainforest,
TemperatePlateau,TemperateStarter,TemperateStarter2,
Trading Station,Varnished Barren Moon,White Desert,
Zirax Defense Checkpoint,ZiraxHomeworld","Akua Sparkling Wine: 1.0-1.25,5-15
Assault Rifle: 1.0-1.25,1-15
Beer: 1.0-1.25,50-100
Crew (Alien): 0.25-0.5,5-10
Crew (Human): 0.25-0.5,5-10
Dirty Legacy: 1.0-1.25,10-50
Eleon Special: 1.0-1.25,10-50
Herbal Tea: 1.0-1.25,25-50
Hot Coffee: 1.0-1.25,25-100
Multibooster: 1.0-1.25,5-10
Narcotics: 1.0-1.25,0-10
Pistol Round: 1.0-1.25,500-1000
Rum & Coke: 1.0-1.25,10-50
Strawberry Milkshake: 1.0-1.25,10-50
Transportation Booster: 1.0-1.25,1-10","Akua Sparkling Wine: 0.5-0.75,30-150
Assault Rifle: 0.5-0.75,5-50
Beer: 0.5-0.75,100-150
Herbal Tea: 0.5-0.75,10-100
Hot Coffee: 0.5-0.75,10-115
Multibooster: 0.5-0.75,5-25
Pistol Round: 0.5-0.75,1000-1500
Transportation Booster: 0.5-0.75,1-15",,60
Pent-MAX-It!,Pentaxid Refinery,"Barren,Barren Moon,Desert,
DesertBurnt,Ice,Irradiated,
MoonBarren,Ocean,Sandy Barren Moon,
Snow,Stormy Desert,Swamp,
Temperate","Communication Equipment: 2.0-2.5,5-15
Elemental Pentaxid: 0.75-1.0,500-2500
Helium Bottle: 1.25-1.5,200-400
Pentaxid Tank: 1.0-1.25,15-25
Pentaxid Tank: 1.0-1.25,20-40
Promethium Hydrocell: 0.75-1.0,240-480
Promethium pellets: 0.75-1.0,500-1200
Refined Pentaxid: 0.75-1.0,700-1400","Advanced Radiation Shielding Booster: 1.0-1.25,20-40
Advanced Upgrade Kit: 0.5-0.75,20-40
Aluminium Foil: 0.75-1.0,650-3300
Forcefields: 0.75-1.0,100-200
Graphite: 0.5-1.0,400-3800
Pentaxid Crystal: 0.5-0.75,1000-4500
Radiation Shielding Booster: 0.75-1.0,20-40
Sathium ingot: 0.5-0.75,250-3500","Filters x34
Oxygen Tank Booster x4
Radiation Shielding x20
Plastic Tubes x72,Advanced Electronics x32,Motor x16,Platinum Plate x8
Titanium Plates x400",240
PentaCorp,"PentaCorp Station,Starport,Waystation Zeta","Barren Moon,Black Ice,Farr Homeworld Orbit,
Ice,MoonBarren,MoonPolarisTesting,
Orbit,Sandy Barren Moon,Trading Station,
Varnished Barren Moon","Pentaxid Crystal: 0.5-0.6,450-600",,,180
Plasma Researcher,Abyssal Energy Research,Plasma,"Entropic Plasma Cell: 2.5-3,75-150",,,180
Polaris Contact,Distribution Center,Trading Station,"Auto Miner Core: 1.3-1.6,2-4
Automated Industrial Mining Rig: 1.2-1.5,0-2
Schematic - Automated Industrial Mining Rig: 10-10,25-25
Schematic - Ice Mining Drills: 10-10,25-25
Schematic - Rich Asteroid Mining Drills: 10-10,25-25","Auto Miner Core: 0.15-0.2,6-10
Automated Industrial Mining Rig: 0.2-0.3,6-10
Schematic - Automated Industrial Mining Rig: 0.4-0.5,40-50
Schematic - Ice Mining Drills: 0.4-0.5,40-50
Schematic - Rich Asteroid Mining Drills: 0.4-0.5,40-50",,60
Polaris Large Delivery Contracts,Distribution Headquarters,Trading Station,"Large Sealed Package (Polaris): 1-1,2-4",,,180
Polaris Medium Delivery Contracts,Distribution Headquarters,Trading Station,"Medium Sealed Package (Polaris): 1-1,3-6",,,180
Polaris Planetside Production,P3: Planetside Production,"Barren,Barren Moon,Desert,
DesertBurnt,Ice,Irradiated,
MoonBarren,MoonStarter,Ocean,
Sandy Barren Moon,Snow,Stormy Desert,
Swamp,Temperate,Varnished Barren Moon","Flux coil: 1.0-1.25,100-200
Large Generator: 1.0-1.25,10-30
Magnesium Powder: 1.0-1.25,450-1000
Mining Equipment: 1.0-1.25,10-20
Prefab Housing Modules: 1.0-1.25,20-40
Spare Parts: 1.0-1.25,30-60","Cement: 0.75-1.0,250-800
Electronics: 0.75-1.0,1400-4800
Mechanical Components: 0.75-1.0,2450-4900
Motor: 0.75-1.0,200-400
Sathium Plates: 0.75-1.0,1300-5600
Steel plate: 0.75-1.0,3550-9100
Titanium Plates: 0.75-1.0,2400-8000","Titanium Plates x400
Copper ingot x1250
Sulfur x850
Plastic Tubes x265
Tablet x400",240
Polaris Safety Officer,Bounty Hunter Office,Trading Station,,"Insignia (Bounty): 1-1,5000-5000
Insignia (Bounty): 1-1,5000-5000
Insignia (Bounty): 1-1,5000-5000
Insignia (Bounty): 1-1,5000-5000
Insignia (Bounty): 1-1,5000-5000
Insignia (Bounty): 1-1,5000-5000
Insignia of Director Crennek (Bounty): 1-1,5000-5000
Insignia of Groktan Klous (Bounty): 1-1,5000-5000
Insignia of Korne the Outcast (Bounty): 1-1,5000-5000
Insignia of Smuggler Gorn (Bounty): 1-1,5000-5000",,60
Polaris Small Delivery Contracts,Distribution Headquarters,Trading Station,"Small Sealed Package (Polaris): 1-1,6-12",,,180
PowerCells,Solar Power Plant,"AridStarter,Elder Barren,Ice,
Irradiated,LavaNascent,Mire,
MoonPolarisTesting,Odd Temperate Starter,Pummeled Desert,
Sandy Barren Moon,SnowStarter,TemperateStarter,
TemperateStarter2","Hydrogen Fuel Cell: 0.5-0.7,1000-2500","Solar Capacitor: 1.6-2.5,0-2
Solar Panels (Small): 1.6-2.5,100-200
Solar Panels: 1.6-2.5,250-300",,60
Powerplant,"Frontier Hub,Fusion Powerplant,Gas Refinery,
Geothermal Powerplant,Large Power Station,Power Plant,
Power Station,Solar Array,Solar Farm,
Solar Plant,Solar Powerplant,Trade Station","Alien,Arid,Arid Mesa,
AridStarter,Barren,Barren Moon,
BarrenMetal,Brooding Temperate,Crusted Lava,
Crystalline Moon,Desert,Desert Oasis,
DesertBurnt,Elder Barren,Farr Homeworld,
Frozen Inferno,Ice,Irradiated,
Jungle,Lava,LavaNascent,
Mire,MoonBarren,MoonDesert,
MoonPolarisTesting,Nascent,Ocean,
Ocean Starter,Odd Temperate Starter,Orbit,
Plasma,Pummeled Desert,Rocky Desert,
Sandy Barren Moon,Snow,SnowStarter,
Stormy Desert,Strange Temperate,Swamp,
Swamp Starter,Temperate,Temperate Rainforest,
TemperatePlateau,TemperateStarter,TemperateStarter2,
Trading Station,Tropical,Varnished Barren Moon,
Zirax Homeworld Orbit,ZiraxHomeworld","Advanced Generator: 1.0-1.25,2-7
Dual Fuel Cell: 0.75-1.25,500-1000
Fuel Cell: 0.75-1.25,800-1500
Helium Bottle: 1.0-1.25,75-150
Hydrogen Fuel Cell: 0.75-1.25,750-1250
Large Generator: 1.0-1.25,8-15
Power Coil: 1.0-1.25,80-160
Promethium Hydrocell: 0.75-1.25,250-500
Toxic Waste: 0.5-0.75,150-250","Computer: 0.5-0.75,450-900
Coolant: 1.5-2.5,500-800
Energy Regulator: 0.5-1.0,240-540
Hydrogen Bottle: 0.5-0.75,500-750
Neodymium ingot: 0.75-1.0,800-1600
Optical Fiber: 0.75-1.0,1000-2000
Zascosium Alloy: 0.75-1.0,400-800","Maintenance Data
Crew (Human) x2 or Crew (Alien) x2
Superconductor x50
High-Output Capacitor x50
Coolant x10,Aluminium Foil x75",60
